date,avg,min,max,open,close
29.05.2008,1891.51,1871.25,1911.77,1871.25,1908.35
30.05.2008,1912.78,1899.50,1926.06,1908.33,1925.24
02.06.2008,1918.015,1904.02,1932.01,1925.24,1915.84
03.06.2008,1904.145,1892.45,1915.84,1915.37,1901.09
04.06.2008,1866.115,1831.14,1901.09,1900.98,1842.77
05.06.2008,1839.26,1823.30,1855.22,1842.12,1842.98
06.06.2008,1859.04,1842.98,1875.10,1843.04,1852.40
09.06.2008,1823.865,1811.06,1836.67,1812.59,1827.91
10.06.2008,1812.32,1796.73,1827.91,1827.88,1811.29
11.06.2008,1822.525,1811.26,1833.79,1811.29,1826.67
16.06.2008,1837.755,1826.67,1848.84,1826.77,1831.99
17.06.2008,1845.165,1831.88,1858.45,1831.95,1856.59
18.06.2008,1860.56,1846.03,1875.09,1856.59,1851.09
19.06.2008,1846.59,1832.59,1860.59,1851.09,1848.52
20.06.2008,1837.945,1823.23,1852.66,1848.46,1829.22
24.06.2008,1781.945,1761.06,1802.83,1801.00,1761.80
25.06.2008,1767.84,1752.64,1783.04,1761.72,1764.32
26.06.2008,1758.695,1745.05,1772.34,1764.32,1757.46
27.06.2008,1749.15,1725.50,1772.80,1757.39,1765.91
30.06.2008,1759.6,1739.57,1779.63,1765.99,1753.67
01.07.2008,1726.47,1692.97,1759.97,1753.67,1693.21
02.07.2008,1706.845,1693.21,1720.48,1693.58,1709.17
03.07.2008,1689.0,1668.83,1709.17,1708.86,1695.47
04.07.2008,1682.66,1662.37,1702.95,1695.47,1666.75
07.07.2008,1678.78,1666.75,1690.81,1666.81,1679.32
08.07.2008,1655.175,1631.03,1679.32,1679.32,1665.04
09.07.2008,1663.995,1652.21,1675.78,1665.04,1655.75
10.07.2008,1653.495,1635.28,1671.71,1655.75,1659.57
11.07.2008,1646.68,1618.60,1674.76,1659.62,1622.01
14.07.2008,1644.305,1621.88,1666.73,1621.88,1666.47
15.07.2008,1640.915,1615.35,1666.48,1666.47,1629.28
16.07.2008,1623.935,1603.30,1644.57,1629.20,1640.90
17.07.2008,1665.4,1640.89,1689.91,1640.90,1689.30
18.07.2008,1654.93,1620.56,1689.30,1688.23,1623.09
21.07.2008,1627.265,1608.96,1645.57,1623.09,1634.36
22.07.2008,1618.21,1602.06,1634.36,1633.39,1606.11
23.07.2008,1609.51,1595.14,1623.88,1606.31,1603.04
24.07.2008,1587.91,1572.70,1603.12,1603.04,1573.53
25.07.2008,1526.03,1478.53,1573.53,1572.95,1487.10
28.07.2008,1483.365,1450.89,1515.84,1487.10,1456.16
29.07.2008,1441.15,1416.17,1466.13,1456.29,1439.01
30.07.2008,1470.265,1439.01,1501.52,1439.05,1501.20
31.07.2008,1515.535,1490.15,1540.92,1501.20,1495.33
01.08.2008,1488.99,1473.26,1504.72,1495.26,1492.55
04.08.2008,1472.21,1451.35,1493.07,1492.55,1451.47
05.08.2008,1423.795,1396.12,1451.47,1451.47,1397.46
06.08.2008,1395.255,1352.14,1438.37,1398.08,1412.09
07.08.2008,1429.925,1406.63,1453.22,1412.08,1434.89
08.08.2008,1393.91,1352.93,1434.89,1434.88,1359.62
11.08.2008,1348.07,1282.17,1413.97,1359.62,1412.25
12.08.2008,1425.485,1384.29,1466.68,1412.25,1449.34
13.08.2008,1441.685,1422.70,1460.67,1449.30,1424.44
14.08.2008,1443.73,1424.44,1463.02,1424.46,1444.76
15.08.2008,1447.27,1432.17,1462.37,1444.76,1460.20
18.08.2008,1459.095,1447.03,1471.16,1460.21,1448.64
19.08.2008,1400.24,1351.84,1448.64,1448.63,1361.54
20.08.2008,1377.58,1361.51,1393.65,1361.54,1386.59
21.08.2008,1374.39,1345.43,1403.35,1386.61,1394.53
22.08.2008,1392.04,1371.79,1412.29,1394.73,1374.69
25.08.2008,1351.29,1319.27,1383.31,1375.28,1320.58
26.08.2008,1279.76,1238.94,1320.58,1319.92,1292.92
27.08.2008,1294.205,1264.57,1323.84,1293.02,1302.58
28.08.2008,1330.965,1295.84,1366.09,1302.94,1365.29
29.08.2008,1346.915,1328.54,1365.29,1365.11,1348.92
01.09.2008,1356.635,1332.27,1381.00,1348.90,1366.24
02.09.2008,1357.8,1339.93,1375.67,1366.24,1368.99
03.09.2008,1346.035,1323.08,1368.99,1368.99,1324.99
04.09.2008,1312.18,1272.66,1351.70,1324.96,1281.86
05.09.2008,1223.945,1166.03,1281.86,1280.61,1234.71
08.09.2008,1265.935,1234.71,1297.16,1234.72,1273.78
11.09.2008,1105.275,1070.93,1139.62,1114.67,1073.02
12.09.2008,1111.4,1073.02,1149.78,1073.02,1137.76
15.09.2008,1089.05,1040.34,1137.76,1137.76,1067.45
16.09.2008,966.12,864.79,1067.45,1067.45,881.17
17.09.2008,868.325,788.34,948.31,881.32,853.93
19.09.2008,989.47,853.93,1125.01,853.95,1098.95
22.09.2008,1121.43,1080.31,1162.55,1098.95,1105.73
23.09.2008,1076.66,1047.52,1105.80,1105.80,1071.18
24.09.2008,1096.605,1071.18,1122.03,1071.18,1105.72
25.09.2008,1094.22,1075.00,1113.44,1105.69,1095.51
26.09.2008,1080.13,1063.03,1097.23,1095.51,1079.04
29.09.2008,1049.6,1015.08,1084.12,1079.04,1019.64
30.09.2008,990.32,945.48,1035.16,1019.64,1027.66
01.10.2008,1028.505,1004.74,1052.27,1027.71,1017.17
02.10.2008,1001.96,974.48,1029.44,1017.17,976.12
03.10.2008,940.12,904.12,976.12,975.96,924.55
06.10.2008,833.935,743.32,924.55,924.52,752.00
07.10.2008,743.125,691.53,794.72,752.00,744.76
08.10.2008,688.13,631.50,744.76,744.56,637.87
09.10.2008,692.925,637.87,747.98,637.93,700.37
10.10.2008,700.37,700.37,700.37,700.37,700.37
13.10.2008,694.105,654.91,733.30,700.37,666.37
14.10.2008,720.705,666.37,775.04,666.81,755.22
15.10.2008,718.14,681.06,755.22,755.22,689.71
16.10.2008,650.815,611.92,689.71,689.70,626.85
17.10.2008,621.735,576.52,666.95,626.85,599.64
20.10.2008,619.44,599.64,639.24,599.77,626.42
21.10.2008,647.935,626.42,669.45,626.62,652.51
22.10.2008,632.3,612.09,652.51,652.50,628.12
23.10.2008,605.685,583.25,628.12,628.12,598.87
24.10.2008,553.855,508.84,598.87,598.87,513.62
27.10.2008,513.62,513.62,513.62,513.62,513.62
28.10.2008,517.555,493.61,541.50,513.63,534.87
29.10.2008,572.12,534.87,609.37,534.87,608.88
30.10.2008,669.045,608.88,729.21,608.90,727.39
31.10.2008,711.725,688.01,735.44,727.38,731.96
01.11.2008,764.71,731.96,797.46,731.97,766.92
05.11.2008,816.345,761.17,871.52,769.34,775.19
06.11.2008,737.87,700.55,775.19,775.18,700.59
07.11.2008,706.7,680.86,732.54,700.24,725.93
10.11.2008,756.685,725.93,787.44,725.93,741.51
11.11.2008,693.15,644.79,741.51,740.93,647.80
12.11.2008,647.8,647.80,647.80,647.80,647.80
13.11.2008,592.22,536.64,647.80,647.29,598.43
14.11.2008,626.675,591.83,661.52,598.44,592.07
17.11.2008,571.65,546.68,596.62,592.07,560.86
18.11.2008,550.085,520.35,579.82,560.79,579.17
19.11.2008,556.945,534.22,579.67,579.18,558.12
20.11.2008,530.83,503.54,558.12,558.12,533.70
21.11.2008,539.15,515.97,562.33,533.70,516.93
24.11.2008,561.13,516.93,605.33,516.94,604.87
25.11.2008,614.18,590.45,637.91,604.90,595.15
26.11.2008,597.365,585.16,609.57,595.15,588.02
27.11.2008,610.375,588.02,632.73,588.33,616.69
28.11.2008,608.1,593.30,622.90,616.69,611.32
01.12.2008,590.585,567.13,614.04,611.33,567.25
02.12.2008,559.815,538.12,581.51,567.24,579.91
03.12.2008,569.87,556.31,583.43,579.91,567.00
04.12.2008,569.17,557.05,581.29,567.00,567.94
05.12.2008,563.815,553.82,573.81,567.52,562.34
08.12.2008,590.99,562.34,619.64,562.34,618.28
09.12.2008,610.25,599.31,621.19,618.28,607.80
10.12.2008,614.795,604.89,624.70,607.80,618.64
11.12.2008,626.155,617.68,634.63,618.64,628.88
12.12.2008,608.9,588.92,628.88,628.80,620.53
15.12.2008,638.42,620.53,656.31,620.91,642.08
16.12.2008,642.23,633.23,651.23,642.08,644.62
17.12.2008,647.06,634.90,659.22,644.83,642.38
18.12.2008,626.145,604.78,647.51,642.38,608.06
19.12.2008,600.85,588.77,612.93,608.05,612.05
22.12.2008,620.705,607.42,633.99,612.07,633.63
23.12.2008,641.76,620.78,662.74,633.61,661.33
24.12.2008,659.38,642.52,676.24,661.33,645.21
25.12.2008,635.02,621.19,648.85,645.21,627.78
26.12.2008,622.305,607.63,636.98,627.81,608.55
29.12.2008,619.61,608.55,630.67,608.65,613.78
30.12.2008,611.19,601.06,621.32,613.78,617.83
31.12.2008,616.525,612.77,620.28,617.97,619.53
11.01.2009,630.79,619.53,642.05,619.53,635.40
12.01.2009,647.37,633.22,661.52,635.40,653.28
13.01.2009,652.205,642.00,662.41,653.28,655.16
14.01.2009,640.92,610.23,671.61,655.16,610.36
15.01.2009,614.145,600.70,627.59,610.36,605.69
16.01.2009,613.985,603.73,624.24,606.95,608.63
19.01.2009,599.055,580.52,617.59,608.64,586.97
20.01.2009,571.945,556.92,586.97,586.97,569.82
21.01.2009,570.4,548.76,592.04,569.78,583.39
22.01.2009,577.0,556.58,597.42,583.39,557.57
23.01.2009,549.77,534.70,564.84,557.57,553.62
26.01.2009,583.7,552.16,615.24,553.62,613.56
27.01.2009,610.26,595.70,624.82,613.56,602.90
28.01.2009,615.28,602.90,627.66,602.90,622.54
29.01.2009,617.145,608.09,626.20,622.58,619.25
30.01.2009,630.635,612.56,648.71,619.27,624.90
02.02.2009,617.53,605.68,629.38,624.86,626.41
03.02.2009,629.47,623.56,635.38,626.45,626.02
04.02.2009,632.195,624.73,639.66,626.01,635.89
05.02.2009,630.245,618.83,641.66,635.89,623.19
06.02.2009,1197.48,1168.31,1226.65,1206.21,1198.58
09.02.2009,676.545,654.41,698.68,656.06,698.68
10.02.2009,710.625,684.58,736.67,698.67,728.01
11.02.2009,720.85,698.36,743.34,728.01,726.70
12.02.2009,713.38,689.04,737.72,726.70,690.34
13.02.2009,712.07,690.16,733.98,690.34,732.21
16.02.2009,724.85,707.01,742.69,732.17,711.99
17.02.2009,677.275,642.56,711.99,711.98,645.18
18.02.2009,627.625,602.68,652.57,645.18,627.95
19.02.2009,646.0,627.95,664.05,628.04,646.52
20.02.2009,633.395,620.27,646.52,646.42,631.66
24.02.2009,622.905,610.01,635.80,631.60,629.31
25.02.2009,639.265,629.29,649.24,629.29,632.78
26.02.2009,652.8,632.78,672.82,633.90,672.30
27.02.2009,662.75,650.27,675.23,672.32,666.05
02.03.2009,654.845,643.64,666.05,666.02,646.79
03.03.2009,648.9,638.42,659.38,646.23,654.14
04.03.2009,670.0,654.14,685.86,654.14,685.65
05.03.2009,677.55,663.51,691.59,685.65,671.91
06.03.2009,1160.365,1106.91,1213.82,1198.60,1109.21
10.03.2009,722.09,688.87,755.31,688.97,750.19
11.03.2009,745.69,732.46,758.92,750.19,738.95
12.03.2009,723.675,706.20,741.15,738.95,728.23
13.03.2009,745.41,728.23,762.59,728.30,749.29
16.03.2009,750.265,737.59,762.94,749.27,762.75
17.03.2009,769.65,760.11,779.19,762.75,772.44
18.03.2009,766.185,741.22,791.15,772.46,743.05
19.03.2009,768.665,743.05,794.28,743.13,784.94
20.03.2009,785.61,769.15,802.07,784.94,792.05
23.03.2009,821.615,792.05,851.18,792.05,849.82
24.03.2009,839.775,809.10,870.45,849.94,815.79
25.03.2009,832.5,808.69,856.31,815.88,851.35
26.03.2009,850.885,839.81,861.96,851.38,849.53
27.03.2009,833.11,807.24,858.98,849.53,815.27
30.03.2009,789.23,763.19,815.27,815.21,763.36
31.03.2009,777.89,763.36,792.42,763.36,772.93
01.04.2009,772.965,758.09,787.84,772.93,787.22
02.04.2009,812.73,787.22,838.24,787.26,837.91
03.04.2009,835.735,821.08,850.39,837.91,837.94
06.04.2009,1115.94,1082.03,1149.85,1108.86,1120.46
07.04.2009,836.685,815.93,857.44,836.05,843.34
08.04.2009,846.945,821.08,872.81,843.24,872.74
09.04.2009,899.57,872.74,926.40,872.93,922.68
10.04.2009,919.45,905.60,933.30,922.68,927.38
13.04.2009,916.085,902.72,929.45,927.38,904.86
14.04.2009,917.675,892.72,942.63,904.82,918.61
15.04.2009,905.705,892.80,918.61,918.61,906.00
16.04.2009,913.455,902.74,924.17,906.01,917.10
17.04.2009,927.445,917.10,937.79,917.10,932.90
20.04.2009,908.47,881.72,935.22,932.90,882.50
21.04.2009,880.16,862.07,898.25,882.15,877.21
22.04.2009,891.675,877.21,906.14,877.23,904.95
23.04.2009,914.63,897.18,932.08,904.93,928.14
24.04.2009,925.675,915.94,935.41,928.14,922.99
27.04.2009,907.02,891.05,922.99,922.99,902.45
28.04.2009,883.78,865.11,902.45,902.45,887.48
29.04.2009,901.66,881.16,922.16,887.52,922.01
30.04.2009,930.36,919.68,941.04,922.05,920.35
04.05.2009,939.805,920.35,959.26,920.38,957.77
05.05.2009,957.89,949.34,966.44,957.78,957.05
06.05.2009,1144.225,1120.23,1168.22,1125.13,1144.27
07.05.2009,1015.37,986.12,1044.62,986.12,1011.67
08.05.2009,1021.35,1011.67,1031.03,1011.67,1028.91
12.05.2009,1038.09,1008.97,1067.21,1028.90,1059.54
13.05.2009,1046.88,996.65,1097.11,1059.58,1007.88
14.05.2009,992.345,976.81,1007.88,1007.84,1000.62
15.05.2009,1001.975,982.07,1021.88,1000.65,1002.19
18.05.2009,991.705,969.18,1014.23,1002.19,1012.89
19.05.2009,1029.385,1012.89,1045.88,1012.89,1041.84
20.05.2009,1064.89,1035.01,1094.77,1041.84,1094.73
21.05.2009,1063.935,1033.14,1094.73,1094.73,1034.37
22.05.2009,1050.37,1034.37,1066.37,1034.45,1054.03
25.05.2009,1048.775,1034.69,1062.86,1054.14,1050.95
26.05.2009,1031.63,1012.29,1050.97,1050.95,1040.90
27.05.2009,1055.655,1040.90,1070.41,1041.13,1059.60
28.05.2009,1067.085,1048.07,1086.10,1059.58,1075.02
29.05.2009,1100.355,1074.99,1125.72,1075.02,1123.38
01.06.2009,1165.24,1123.38,1207.10,1123.40,1206.20
02.06.2009,1197.48,1168.31,1226.65,1206.21,1198.58
03.06.2009,1160.365,1106.91,1213.82,1198.60,1109.21
04.06.2009,1115.94,1082.03,1149.85,1108.86,1120.46
05.06.2009,1144.225,1120.23,1168.22,1125.13,1144.27
08.06.2009,1121.405,1098.54,1144.27,1143.50,1120.32
09.06.2009,1125.24,1107.39,1143.09,1120.33,1113.83
10.06.2009,1130.555,1113.83,1147.28,1113.85,1133.69
11.06.2009,1126.855,1112.39,1141.32,1133.69,1138.52
15.06.2009,1107.96,1077.40,1138.52,1138.24,1078.10
16.06.2009,1088.78,1068.69,1108.87,1078.09,1099.42
17.06.2009,1067.735,1036.05,1099.42,1099.37,1039.43
18.06.2009,1019.29,983.66,1054.92,1039.43,1020.95
19.06.2009,1020.39,1006.41,1034.37,1020.98,1017.29
22.06.2009,977.495,937.70,1017.29,1017.29,937.98
23.06.2009,916.63,881.71,951.55,937.97,917.30
24.06.2009,951.335,917.30,985.37,917.31,984.86
25.06.2009,968.765,950.02,987.51,984.89,961.15
26.06.2009,976.835,959.52,994.15,961.40,960.16
29.06.2009,967.445,945.29,989.60,960.15,989.30
30.06.2009,992.75,970.87,1014.63,989.38,971.55
01.07.2009,992.5,971.55,1013.45,971.55,1012.48
02.07.2009,992.805,973.10,1012.51,1012.48,977.09
03.07.2009,970.955,956.10,985.81,977.08,974.07
06.07.2009,949.03,923.99,974.07,974.04,925.21
07.07.2009,938.39,921.45,955.33,925.20,927.01
08.07.2009,911.54,896.07,927.01,927.01,904.58
09.07.2009,906.31,892.59,920.03,904.58,896.20
10.07.2009,884.725,869.76,899.69,896.20,871.33
13.07.2009,872.95,852.03,893.87,871.31,881.15
14.07.2009,899.39,881.15,917.63,881.23,891.41
15.07.2009,916.31,891.41,941.21,892.05,941.21
16.07.2009,940.545,928.20,952.89,941.21,938.73
17.07.2009,952.125,935.34,968.91,938.73,966.18
20.07.2009,983.41,966.18,1000.64,966.39,985.81
21.07.2009,997.83,977.31,1018.35,985.81,1002.88
22.07.2009,994.33,974.95,1013.71,1002.88,980.71
23.07.2009,1006.415,980.71,1032.12,980.71,1031.37
24.07.2009,1033.645,1022.45,1044.84,1031.45,1026.95
27.07.2009,1042.18,1026.95,1057.41,1026.95,1036.27
28.07.2009,1026.09,997.63,1054.55,1036.55,1002.27
29.07.2009,991.405,976.78,1006.03,1002.24,986.80
30.07.2009,1017.695,986.78,1048.61,986.80,1046.46
31.07.2009,1039.665,1024.09,1055.24,1046.65,1053.30
03.08.2009,1076.395,1053.30,1099.49,1053.33,1098.95
04.08.2009,1090.37,1078.29,1102.45,1098.94,1102.10
05.08.2009,1106.415,1082.32,1130.51,1102.09,1084.16
06.08.2009,1101.07,1081.31,1120.83,1084.18,1092.00
07.08.2009,1093.49,1065.91,1121.07,1091.87,1115.41
10.08.2009,1104.145,1089.76,1118.53,1115.36,1101.19
11.08.2009,1091.555,1067.14,1115.97,1101.19,1069.31
12.08.2009,1066.535,1043.94,1089.13,1069.25,1086.41
13.08.2009,1099.26,1079.55,1118.97,1086.52,1100.57
14.08.2009,1088.07,1068.81,1107.33,1100.57,1072.74
17.08.2009,1051.84,1030.94,1072.74,1071.86,1035.40
18.08.2009,1041.18,1023.03,1059.33,1035.41,1035.45
19.08.2009,1026.46,1013.79,1039.13,1035.50,1034.08
20.08.2009,1048.705,1034.08,1063.33,1034.08,1062.87
21.08.2009,1076.375,1046.62,1106.13,1062.87,1106.05
24.08.2009,1113.81,1098.34,1129.28,1106.05,1120.54
25.08.2009,1116.24,1096.64,1135.84,1120.52,1115.85
26.08.2009,1103.385,1083.46,1123.31,1115.85,1099.77
27.08.2009,1090.29,1075.43,1105.15,1099.72,1080.05
28.08.2009,1100.045,1080.05,1120.04,1080.05,1111.33
31.08.2009,1098.745,1086.16,1111.33,1111.32,1091.98
01.09.2009,1101.095,1089.83,1112.36,1092.04,1104.98
02.09.2009,1087.405,1069.83,1104.98,1104.79,1076.69
03.09.2009,1088.095,1076.69,1099.50,1076.71,1093.72
04.09.2009,1094.98,1077.20,1112.76,1093.72,1085.58
07.09.2009,1098.885,1085.58,1112.19,1086.09,1111.92
08.09.2009,1131.125,1111.92,1150.33,1111.92,1149.81
09.09.2009,1152.435,1141.45,1163.42,1149.78,1159.95
10.09.2009,1161.485,1143.91,1179.06,1159.95,1154.12
11.09.2009,1168.39,1153.74,1183.04,1154.19,1175.15
14.09.2009,1162.585,1147.72,1177.45,1175.13,1174.95
15.09.2009,1193.005,1174.95,1211.06,1175.01,1203.97
16.09.2009,1219.28,1203.97,1234.59,1203.97,1217.67
17.09.2009,1220.17,1199.20,1241.14,1217.67,1205.12
18.09.2009,1203.1,1187.12,1219.08,1205.04,1208.35
21.09.2009,1187.12,1165.03,1209.21,1208.43,1165.11
22.09.2009,1187.54,1165.11,1209.97,1165.24,1202.92
23.09.2009,1211.78,1194.64,1228.92,1202.92,1198.83
24.09.2009,1198.315,1176.27,1220.36,1198.83,1177.26
25.09.2009,1185.37,1171.64,1199.10,1177.23,1187.86
28.09.2009,1188.7,1168.48,1208.92,1187.86,1208.19
29.09.2009,1209.335,1200.60,1218.07,1208.19,1212.75
30.09.2009,1208.32,1193.29,1223.35,1212.75,1197.20
01.10.2009,1210.195,1197.39,1223.00,1197.39,1211.44
02.10.2009,1178.105,1144.83,1211.38,1211.38,1175.83
05.10.2009,1177.38,1167.77,1186.99,1176.01,1178.17
06.10.2009,1199.47,1178.22,1220.72,1178.22,1220.45
07.10.2009,1233.15,1220.48,1245.82,1220.48,1226.17
08.10.2009,1252.56,1226.44,1278.68,1226.44,1278.53
09.10.2009,1291.695,1264.75,1318.64,1278.54,1308.14
12.10.2009,1333.045,1308.14,1357.95,1308.14,1357.44
13.10.2009,1338.285,1310.09,1366.48,1357.43,1320.70
14.10.2009,1348.5,1320.90,1376.10,1320.90,1362.86
15.10.2009,1359.33,1335.51,1383.15,1362.88,1341.64
16.10.2009,1340.15,1314.24,1366.06,1341.68,1317.07
22.10.2009,1356.31,1339.67,1372.95,1372.95,1359.06
23.10.2009,1369.115,1357.83,1380.40,1359.48,1365.09
26.10.2009,1366.395,1354.00,1378.79,1365.05,1358.31
27.10.2009,1334.225,1310.14,1358.31,1358.31,1333.32
28.10.2009,1293.27,1253.22,1333.32,1333.32,1253.35
29.10.2009,1258.035,1222.07,1294.00,1253.35,1291.99
30.10.2009,1267.1,1233.83,1300.37,1291.99,1237.18
02.11.2009,1240.275,1213.86,1266.69,1237.06,1266.30
03.11.2009,1240.595,1214.89,1266.30,1266.30,1218.42
05.11.2009,1238.125,1217.59,1258.66,1218.43,1258.50
06.11.2009,1249.905,1230.68,1269.13,1258.50,1241.92
09.11.2009,1273.315,1241.92,1304.71,1241.92,1304.62
10.11.2009,1309.74,1290.00,1329.48,1304.63,1322.80
11.11.2009,1326.805,1315.39,1338.22,1322.80,1316.19
12.11.2009,1306.345,1294.10,1318.59,1316.17,1315.78
13.11.2009,1306.365,1296.87,1315.86,1315.86,1310.27
16.11.2009,1338.48,1311.10,1365.86,1311.10,1365.18
17.11.2009,1354.17,1343.16,1365.18,1365.18,1353.61
18.11.2009,1372.845,1353.90,1391.79,1353.90,1371.82
19.11.2009,1353.36,1334.90,1371.82,1371.82,1335.52
20.11.2009,1335.525,1315.35,1355.70,1335.54,1334.15
23.11.2009,1349.84,1334.16,1365.52,1334.16,1355.05
24.11.2009,1334.435,1315.37,1353.50,1353.50,1331.12
25.11.2009,1321.3,1300.13,1342.47,1331.17,1312.07
26.11.2009,1283.49,1255.03,1311.95,1311.95,1268.92
27.11.2009,1245.725,1203.11,1288.34,1268.87,1286.04
30.11.2009,1284.055,1263.30,1304.81,1286.11,1284.95
01.12.2009,1303.1,1284.99,1321.21,1284.99,1319.35
02.12.2009,1323.575,1309.93,1337.22,1319.36,1325.76
03.12.2009,1330.155,1310.67,1349.64,1325.76,1311.08
04.12.2009,1320.41,1296.08,1344.74,1310.62,1342.58
07.12.2009,1325.455,1308.33,1342.58,1342.58,1322.09
08.12.2009,1316.985,1302.72,1331.25,1322.09,1310.97
09.12.2009,1307.075,1293.89,1320.26,1310.96,1302.37
10.12.2009,1298.405,1285.01,1311.80,1302.36,1304.61
11.12.2009,1306.79,1296.68,1316.90,1304.61,1301.33
14.12.2009,1312.925,1301.51,1324.34,1301.51,1317.33
15.12.2009,1362.345,1312.42,1412.27,1317.76,1332.29
16.12.2009,1359.23,1329.02,1389.44,1332.29,1388.59
17.12.2009,1379.92,1358.46,1401.38,1388.59,1360.48
18.12.2009,1376.64,1360.48,1392.80,1360.48,1368.43
21.12.2009,1373.765,1363.19,1384.34,1368.72,1377.93
22.12.2009,1368.32,1358.46,1378.18,1377.93,1366.18
23.12.2009,1367.87,1359.36,1376.38,1366.21,1366.78
24.12.2009,1357.705,1340.25,1375.16,1366.78,1351.19
25.12.2009,1349.73,1341.21,1358.25,1351.24,1357.11
28.12.2009,1364.57,1357.11,1372.03,1357.11,1361.58
29.12.2009,1364.685,1360.30,1369.07,1361.64,1368.51
30.12.2009,1363.17,1356.53,1369.81,1368.51,1362.01
31.12.2009,1366.355,1361.96,1370.75,1362.01,1370.01
11.01.2010,1413.54,1370.30,1456.78,1370.30,1444.78
12.01.2010,1435.215,1424.73,1445.70,1444.78,1427.67
13.01.2010,1428.865,1412.87,1444.86,1427.62,1435.01
14.01.2010,1445.675,1435.01,1456.34,1435.01,1455.65
15.01.2010,1459.115,1448.68,1469.55,1455.47,1452.67
18.01.2010,1462.33,1444.90,1479.76,1452.67,1479.53
19.01.2010,1470.335,1454.91,1485.76,1479.52,1484.03
20.01.2010,1474.785,1458.21,1491.36,1484.03,1461.23
21.01.2010,1453.01,1435.45,1470.57,1461.23,1435.90
22.01.2010,1415.405,1394.91,1435.90,1435.90,1410.38
25.01.2010,1409.82,1396.39,1423.25,1410.37,1415.86
26.01.2010,1393.235,1370.44,1416.03,1415.81,1384.79
27.01.2010,1384.155,1363.03,1405.28,1384.79,1391.25
28.01.2010,1408.425,1391.25,1425.60,1391.25,1406.55
29.01.2010,1404.935,1390.32,1419.55,1406.46,1419.42
01.02.2010,1407.745,1395.92,1419.57,1419.42,1417.00
02.02.2010,1426.95,1417.00,1436.90,1417.00,1436.63
03.02.2010,1442.755,1430.00,1455.51,1436.63,1431.08
04.02.2010,1413.79,1390.54,1437.04,1431.08,1395.87
05.02.2010,1370.3,1344.74,1395.86,1395.86,1355.64
08.02.2010,1344.79,1319.06,1370.52,1355.64,1322.15
09.02.2010,1332.32,1320.93,1343.71,1322.24,1338.16
10.02.2010,1339.4,1319.68,1359.12,1338.16,1327.24
11.02.2010,1334.375,1320.55,1348.20,1327.24,1329.35
12.02.2010,1320.215,1294.21,1346.22,1329.37,1304.86
15.02.2010,1310.585,1301.80,1319.37,1304.88,1319.22
16.02.2010,1340.545,1319.22,1361.87,1319.22,1361.49
17.02.2010,1361.67,1350.12,1373.22,1361.49,1354.09
18.02.2010,1339.485,1324.90,1354.07,1354.07,1338.77
19.02.2010,1332.35,1310.65,1354.05,1338.77,1353.75
24.02.2010,1339.12,1324.49,1353.75,1353.75,1334.53
25.02.2010,1315.78,1297.14,1334.42,1334.33,1306.46
26.02.2010,1315.535,1306.50,1324.57,1306.50,1323.72
27.02.2010,1327.945,1322.34,1333.55,1323.72,1332.64
01.03.2010,1345.505,1332.97,1358.04,1332.97,1356.27
02.03.2010,1361.445,1351.06,1371.83,1356.27,1368.09
03.03.2010,1368.845,1355.47,1382.22,1368.09,1379.32
04.03.2010,1381.265,1366.55,1395.98,1379.32,1384.44
05.03.2010,1399.46,1384.44,1414.48,1384.44,1414.37
09.03.2010,1408.855,1396.57,1421.14,1414.34,1412.55
10.03.2010,1410.28,1397.50,1423.06,1412.10,1402.35
11.03.2010,1400.565,1389.68,1411.45,1402.35,1395.91
12.03.2010,1410.215,1395.91,1424.52,1395.91,1415.75
15.03.2010,1407.91,1398.97,1416.85,1415.68,1400.19
16.03.2010,1410.655,1400.25,1421.06,1400.25,1420.76
17.03.2010,1431.45,1420.76,1442.14,1420.76,1435.31
18.03.2010,1437.62,1425.46,1449.78,1435.23,1433.45
19.03.2010,1428.62,1415.92,1441.32,1433.45,1421.09
22.03.2010,1409.51,1398.02,1421.00,1421.00,1417.55
23.03.2010,1415.88,1404.15,1427.61,1417.85,1410.61
24.03.2010,1407.85,1398.44,1417.26,1410.61,1404.77
25.03.2010,1403.635,1395.13,1412.14,1404.76,1406.66
26.03.2010,1411.665,1403.51,1419.82,1406.71,1415.54
29.03.2010,1426.32,1411.79,1440.85,1415.54,1440.20
30.03.2010,1441.615,1433.19,1450.04,1440.20,1443.81
31.03.2010,1450.12,1438.35,1461.89,1443.82,1450.15
01.04.2010,1466.28,1450.16,1482.40,1450.16,1479.66
02.04.2010,1480.4,1472.58,1488.22,1479.73,1480.17
05.04.2010,1481.11,1473.66,1488.56,1480.46,1487.55
06.04.2010,1492.61,1479.19,1506.03,1487.51,1498.64
07.04.2010,1489.025,1476.60,1501.45,1498.64,1478.44
08.04.2010,1469.965,1460.37,1479.56,1478.41,1476.59
09.04.2010,1489.625,1476.59,1502.66,1476.59,1496.88
12.04.2010,1502.65,1493.23,1512.07,1496.88,1502.66
13.04.2010,1498.615,1488.90,1508.33,1502.64,1499.34
14.04.2010,1513.615,1499.36,1527.87,1499.36,1526.61
15.04.2010,1529.82,1519.99,1539.65,1526.61,1530.93
16.04.2010,1512.725,1494.53,1530.92,1530.92,1495.08
19.04.2010,1466.745,1438.51,1494.98,1494.98,1459.17
